Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Qty,Variant Price,Variant Compare At Price
dummy-product-489,Dummy Product 489,<p>This is a description for Dummy Product 489.</p>,Vendor 5,Type 3,"tag489,sample",TRUE,Size,Small,SKU0489,37,83.50,101.17
dummy-product-490,Dummy Product 490,<p>This is a description for Dummy Product 490.</p>,Vendor 5,Type 3,"tag490,sample",TRUE,Size,Large,SKU0490,99,30.67,107.25
dummy-product-491,Dummy Product 491,<p>This is a description for Dummy Product 491.</p>,Vendor 5,Type 3,"tag491,sample",TRUE,Size,Small,SKU0491,58,92.70,117.34
dummy-product-492,Dummy Product 492,<p>This is a description for Dummy Product 492.</p>,Vendor 5,Type 3,"tag492,sample",TRUE,Size,Large,SKU0492,44,79.47,106.12
dummy-product-493,Dummy Product 493,<p>This is a description for Dummy Product 493.</p>,Vendor 5,Type 3,"tag493,sample",TRUE,Size,Small,SKU0493,54,14.81,118.58
dummy-product-494,Dummy Product 494,<p>This is a description for Dummy Product 494.</p>,Vendor 5,Type 3,"tag494,sample",TRUE,Size,Large,SKU0494,39,38.23,101.98
dummy-product-495,Dummy Product 495,<p>This is a description for Dummy Product 495.</p>,Vendor 5,Type 3,"tag495,sample",TRUE,Size,Small,SKU0495,96,97.11,108.94
dummy-product-496,Dummy Product 496,<p>This is a description for Dummy Product 496.</p>,Vendor 5,Type 3,"tag496,sample",TRUE,Size,Large,SKU0496,58,22.53,101.45
dummy-product-497,Dummy Product 497,<p>This is a description for Dummy Product 497.</p>,Vendor 5,Type 3,"tag497,sample",TRUE,Size,Small,SKU0497,57,19.74,117.23
dummy-product-498,Dummy Product 498,<p>This is a description for Dummy Product 498.</p>,Vendor 5,Type 3,"tag498,sample",TRUE,Size,Large,SKU0498,4,43.04,101.89
dummy-product-499,Dummy Product 499,<p>This is a description for Dummy Product 499.</p>,Vendor 5,Type 3,"tag499,sample",TRUE,Size,Small,SKU0499,12,39.19,106.41
dummy-product-500,Dummy Product 500,<p>This is a description for Dummy Product 500.</p>,Vendor 5,Type 3,"tag500,sample",TRUE,Size,Large,SKU0500,77,52.55,103.05
dummy-product-501,Dummy Product 501,<p>This is a description for Dummy Product 501.</p>,Vendor 6,Type 3,"tag501,sample",TRUE,Size,Small,SKU0501,40,48.19,107.10
dummy-product-502,Dummy Product 502,<p>This is a description for Dummy Product 502.</p>,Vendor 6,Type 3,"tag502,sample",TRUE,Size,Large,SKU0502,81,88.18,113.00
dummy-product-503,Dummy Product 503,<p>This is a description for Dummy Product 503.</p>,Vendor 6,Type 3,"tag503,sample",TRUE,Size,Small,SKU0503,94,97.46,106.55
dummy-product-504,Dummy Product 504,<p>This is a description for Dummy Product 504.</p>,Vendor 6,Type 3,"tag504,sample",TRUE,Size,Large,SKU0504,58,35.22,104.31
dummy-product-505,Dummy Product 505,<p>This is a description for Dummy Product 505.</p>,Vendor 6,Type 3,"tag505,sample",TRUE,Size,Small,SKU0505,43,3.54,101.10
dummy-product-506,Dummy Product 506,<p>This is a description for Dummy Product 506.</p>,Vendor 6,Type 3,"tag506,sample",TRUE,Size,Large,SKU0506,70,60.32,110.36
dummy-product-507,Dummy Product 507,<p>This is a description for Dummy Product 507.</p>,Vendor 6,Type 3,"tag507,sample",TRUE,Size,Small,SKU0507,29,43.80,116.84
dummy-product-508,Dummy Product 508,<p>This is a description for Dummy Product 508.</p>,Vendor 6,Type 3,"tag508,sample",TRUE,Size,Large,SKU0508,53,57.69,107.57
dummy-product-509,Dummy Product 509,<p>This is a description for Dummy Product 509.</p>,Vendor 6,Type 3,"tag509,sample",TRUE,Size,Small,SKU0509,66,60.95,101.85
dummy-product-510,Dummy Product 510,<p>This is a description for Dummy Product 510.</p>,Vendor 6,Type 3,"tag510,sample",TRUE,Size,Large,SKU0510,9,87.47,103.16
dummy-product-511,Dummy Product 511,<p>This is a description for Dummy Product 511.</p>,Vendor 6,Type 3,"tag511,sample",TRUE,Size,Small,SKU0511,78,95.12,118.36
dummy-product-512,Dummy Product 512,<p>This is a description for Dummy Product 512.</p>,Vendor 6,Type 3,"tag512,sample",TRUE,Size,Large,SKU0512,54,9.22,112.10
dummy-product-513,Dummy Product 513,<p>This is a description for Dummy Product 513.</p>,Vendor 6,Type 3,"tag513,sample",TRUE,Size,Small,SKU0513,52,3.52,102.99
dummy-product-514,Dummy Product 514,<p>This is a description for Dummy Product 514.</p>,Vendor 6,Type 3,"tag514,sample",TRUE,Size,Large,SKU0514,95,66.90,114.17
dummy-product-515,Dummy Product 515,<p>This is a description for Dummy Product 515.</p>,Vendor 6,Type 3,"tag515,sample",TRUE,Size,Small,SKU0515,66,99.70,110.83
dummy-product-516,Dummy Product 516,<p>This is a description for Dummy Product 516.</p>,Vendor 6,Type 3,"tag516,sample",TRUE,Size,Large,SKU0516,65,64.02,115.69
dummy-product-517,Dummy Product 517,<p>This is a description for Dummy Product 517.</p>,Vendor 6,Type 3,"tag517,sample",TRUE,Size,Small,SKU0517,72,50.26,118.90
dummy-product-518,Dummy Product 518,<p>This is a description for Dummy Product 518.</p>,Vendor 6,Type 3,"tag518,sample",TRUE,Size,Large,SKU0518,60,65.38,116.05
dummy-product-519,Dummy Product 519,<p>This is a description for Dummy Product 519.</p>,Vendor 6,Type 3,"tag519,sample",TRUE,Size,Small,SKU0519,8,99.46,113.03
dummy-product-520,Dummy Product 520,<p>This is a description for Dummy Product 520.</p>,Vendor 6,Type 3,"tag520,sample",TRUE,Size,Large,SKU0520,47,28.86,109.31
dummy-product-521,Dummy Product 521,<p>This is a description for Dummy Product 521.</p>,Vendor 6,Type 3,"tag521,sample",TRUE,Size,Small,SKU0521,32,49.32,115.00
dummy-product-522,Dummy Product 522,<p>This is a description for Dummy Product 522.</p>,Vendor 6,Type 3,"tag522,sample",TRUE,Size,Large,SKU0522,87,52.52,114.42
dummy-product-523,Dummy Product 523,<p>This is a description for Dummy Product 523.</p>,Vendor 6,Type 3,"tag523,sample",TRUE,Size,Small,SKU0523,25,34.18,103.67
dummy-product-524,Dummy Product 524,<p>This is a description for Dummy Product 524.</p>,Vendor 6,Type 3,"tag524,sample",TRUE,Size,Large,SKU0524,90,95.61,102.39
dummy-product-525,Dummy Product 525,<p>This is a description for Dummy Product 525.</p>,Vendor 6,Type 3,"tag525,sample",TRUE,Size,Small,SKU0525,45,49.14,105.47
dummy-product-526,Dummy Product 526,<p>This is a description for Dummy Product 526.</p>,Vendor 6,Type 3,"tag526,sample",TRUE,Size,Large,SKU0526,84,28.22,119.89
dummy-product-527,Dummy Product 527,<p>This is a description for Dummy Product 527.</p>,Vendor 6,Type 3,"tag527,sample",TRUE,Size,Small,SKU0527,10,63.33,118.30
dummy-product-528,Dummy Product 528,<p>This is a description for Dummy Product 528.</p>,Vendor 6,Type 3,"tag528,sample",TRUE,Size,Large,SKU0528,91,36.06,114.24
dummy-product-529,Dummy Product 529,<p>This is a description for Dummy Product 529.</p>,Vendor 6,Type 3,"tag529,sample",TRUE,Size,Small,SKU0529,21,36.42,116.35
dummy-product-530,Dummy Product 530,<p>This is a description for Dummy Product 530.</p>,Vendor 6,Type 3,"tag530,sample",TRUE,Size,Large,SKU0530,87,13.20,118.35
dummy-product-531,Dummy Product 531,<p>This is a description for Dummy Product 531.</p>,Vendor 6,Type 3,"tag531,sample",TRUE,Size,Small,SKU0531,34,90.59,114.19
dummy-product-532,Dummy Product 532,<p>This is a description for Dummy Product 532.</p>,Vendor 6,Type 3,"tag532,sample",TRUE,Size,Large,SKU0532,2,42.20,116.67
dummy-product-533,Dummy Product 533,<p>This is a description for Dummy Product 533.</p>,Vendor 6,Type 3,"tag533,sample",TRUE,Size,Small,SKU0533,94,9.03,109.69
dummy-product-534,Dummy Product 534,<p>This is a description for Dummy Product 534.</p>,Vendor 6,Type 3,"tag534,sample",TRUE,Size,Large,SKU0534,71,94.13,119.93
dummy-product-535,Dummy Product 535,<p>This is a description for Dummy Product 535.</p>,Vendor 6,Type 3,"tag535,sample",TRUE,Size,Small,SKU0535,27,11.45,106.71
dummy-product-536,Dummy Product 536,<p>This is a description for Dummy Product 536.</p>,Vendor 6,Type 3,"tag536,sample",TRUE,Size,Large,SKU0536,68,74.27,111.82
dummy-product-537,Dummy Product 537,<p>This is a description for Dummy Product 537.</p>,Vendor 6,Type 3,"tag537,sample",TRUE,Size,Small,SKU0537,56,26.95,108.83
dummy-product-538,Dummy Product 538,<p>This is a description for Dummy Product 538.</p>,Vendor 6,Type 3,"tag538,sample",TRUE,Size,Large,SKU0538,57,9.46,119.82
dummy-product-539,Dummy Product 539,<p>This is a description for Dummy Product 539.</p>,Vendor 6,Type 3,"tag539,sample",TRUE,Size,Small,SKU0539,52,67.10,104.15
dummy-product-540,Dummy Product 540,<p>This is a description for Dummy Product 540.</p>,Vendor 6,Type 3,"tag540,sample",TRUE,Size,Large,SKU0540,75,93.80,106.33
dummy-product-541,Dummy Product 541,<p>This is a description for Dummy Product 541.</p>,Vendor 6,Type 3,"tag541,sample",TRUE,Size,Small,SKU0541,27,66.48,115.40
dummy-product-542,Dummy Product 542,<p>This is a description for Dummy Product 542.</p>,Vendor 6,Type 3,"tag542,sample",TRUE,Size,Large,SKU0542,82,30.28,103.50
dummy-product-543,Dummy Product 543,<p>This is a description for Dummy Product 543.</p>,Vendor 6,Type 3,"tag543,sample",TRUE,Size,Small,SKU0543,89,0.42,119.43
dummy-product-544,Dummy Product 544,<p>This is a description for Dummy Product 544.</p>,Vendor 6,Type 3,"tag544,sample",TRUE,Size,Large,SKU0544,79,91.92,111.21
dummy-product-545,Dummy Product 545,<p>This is a description for Dummy Product 545.</p>,Vendor 6,Type 3,"tag545,sample",TRUE,Size,Small,SKU0545,26,35.63,106.97
dummy-product-546,Dummy Product 546,<p>This is a description for Dummy Product 546.</p>,Vendor 6,Type 3,"tag546,sample",TRUE,Size,Large,SKU0546,83,27.83,118.61
dummy-product-547,Dummy Product 547,<p>This is a description for Dummy Product 547.</p>,Vendor 6,Type 3,"tag547,sample",TRUE,Size,Small,SKU0547,21,49.35,104.98
dummy-product-548,Dummy Product 548,<p>This is a description for Dummy Product 548.</p>,Vendor 6,Type 3,"tag548,sample",TRUE,Size,Large,SKU0548,49,1.72,119.73
dummy-product-549,Dummy Product 549,<p>This is a description for Dummy Product 549.</p>,Vendor 6,Type 3,"tag549,sample",TRUE,Size,Small,SKU0549,54,80.00,118.24
dummy-product-550,Dummy Product 550,<p>This is a description for Dummy Product 550.</p>,Vendor 6,Type 3,"tag550,sample",TRUE,Size,Large,SKU0550,92,20.78,103.13
dummy-product-551,Dummy Product 551,<p>This is a description for Dummy Product 551.</p>,Vendor 6,Type 3,"tag551,sample",TRUE,Size,Small,SKU0551,56,2.76,105.10
dummy-product-552,Dummy Product 552,<p>This is a description for Dummy Product 552.</p>,Vendor 6,Type 3,"tag552,sample",TRUE,Size,Large,SKU0552,42,67.40,108.37
dummy-product-553,Dummy Product 553,<p>This is a description for Dummy Product 553.</p>,Vendor 6,Type 3,"tag553,sample",TRUE,Size,Small,SKU0553,55,13.33,110.98
dummy-product-554,Dummy Product 554,<p>This is a description for Dummy Product 554.</p>,Vendor 6,Type 3,"tag554,sample",TRUE,Size,Large,SKU0554,14,77.51,106.86
dummy-product-555,Dummy Product 555,<p>This is a description for Dummy Product 555.</p>,Vendor 6,Type 3,"tag555,sample",TRUE,Size,Small,SKU0555,36,27.21,100.11
dummy-product-556,Dummy Product 556,<p>This is a description for Dummy Product 556.</p>,Vendor 6,Type 3,"tag556,sample",TRUE,Size,Large,SKU0556,25,98.46,102.67
dummy-product-557,Dummy Product 557,<p>This is a description for Dummy Product 557.</p>,Vendor 6,Type 3,"tag557,sample",TRUE,Size,Small,SKU0557,16,89.98,113.36
dummy-product-558,Dummy Product 558,<p>This is a description for Dummy Product 558.</p>,Vendor 6,Type 3,"tag558,sample",TRUE,Size,Large,SKU0558,44,68.62,119.26
dummy-product-559,Dummy Product 559,<p>This is a description for Dummy Product 559.</p>,Vendor 6,Type 3,"tag559,sample",TRUE,Size,Small,SKU0559,93,14.72,107.76
dummy-product-560,Dummy Product 560,<p>This is a description for Dummy Product 560.</p>,Vendor 6,Type 3,"tag560,sample",TRUE,Size,Large,SKU0560,92,67.73,100.07
dummy-product-561,Dummy Product 561,<p>This is a description for Dummy Product 561.</p>,Vendor 6,Type 3,"tag561,sample",TRUE,Size,Small,SKU0561,28,91.40,114.24
dummy-product-562,Dummy Product 562,<p>This is a description for Dummy Product 562.</p>,Vendor 6,Type 3,"tag562,sample",TRUE,Size,Large,SKU0562,89,73.26,117.71
dummy-product-563,Dummy Product 563,<p>This is a description for Dummy Product 563.</p>,Vendor 6,Type 3,"tag563,sample",TRUE,Size,Small,SKU0563,86,56.23,113.71
dummy-product-564,Dummy Product 564,<p>This is a description for Dummy Product 564.</p>,Vendor 6,Type 3,"tag564,sample",TRUE,Size,Large,SKU0564,97,77.66,102.12
dummy-product-565,Dummy Product 565,<p>This is a description for Dummy Product 565.</p>,Vendor 6,Type 3,"tag565,sample",TRUE,Size,Small,SKU0565,38,74.61,117.34
dummy-product-566,Dummy Product 566,<p>This is a description for Dummy Product 566.</p>,Vendor 6,Type 3,"tag566,sample",TRUE,Size,Large,SKU0566,65,24.65,105.10
dummy-product-567,Dummy Product 567,<p>This is a description for Dummy Product 567.</p>,Vendor 6,Type 3,"tag567,sample",TRUE,Size,Small,SKU0567,41,27.93,117.37
dummy-product-568,Dummy Product 568,<p>This is a description for Dummy Product 568.</p>,Vendor 6,Type 3,"tag568,sample",TRUE,Size,Large,SKU0568,87,88.67,113.20
dummy-product-569,Dummy Product 569,<p>This is a description for Dummy Product 569.</p>,Vendor 6,Type 3,"tag569,sample",TRUE,Size,Small,SKU0569,10,99.45,104.70
dummy-product-570,Dummy Product 570,<p>This is a description for Dummy Product 570.</p>,Vendor 6,Type 3,"tag570,sample",TRUE,Size,Large,SKU0570,93,51.92,104.17
dummy-product-571,Dummy Product 571,<p>This is a description for Dummy Product 571.</p>,Vendor 6,Type 3,"tag571,sample",TRUE,Size,Small,SKU0571,12,64.37,109.11
dummy-product-572,Dummy Product 572,<p>This is a description for Dummy Product 572.</p>,Vendor 6,Type 3,"tag572,sample",TRUE,Size,Large,SKU0572,98,16.53,101.97
dummy-product-573,Dummy Product 573,<p>This is a description for Dummy Product 573.</p>,Vendor 6,Type 3,"tag573,sample",TRUE,Size,Small,SKU0573,25,52.39,106.89
dummy-product-574,Dummy Product 574,<p>This is a description for Dummy Product 574.</p>,Vendor 6,Type 3,"tag574,sample",TRUE,Size,Large,SKU0574,93,55.44,117.23
dummy-product-575,Dummy Product 575,<p>This is a description for Dummy Product 575.</p>,Vendor 6,Type 3,"tag575,sample",TRUE,Size,Small,SKU0575,11,60.51,104.32
dummy-product-576,Dummy Product 576,<p>This is a description for Dummy Product 576.</p>,Vendor 6,Type 3,"tag576,sample",TRUE,Size,Large,SKU0576,86,5.11,115.91
dummy-product-577,Dummy Product 577,<p>This is a description for Dummy Product 577.</p>,Vendor 6,Type 3,"tag577,sample",TRUE,Size,Small,SKU0577,80,68.04,103.58
dummy-product-578,Dummy Product 578,<p>This is a description for Dummy Product 578.</p>,Vendor 6,Type 3,"tag578,sample",TRUE,Size,Large,SKU0578,48,30.45,115.37
dummy-product-579,Dummy Product 579,<p>This is a description for Dummy Product 579.</p>,Vendor 6,Type 3,"tag579,sample",TRUE,Size,Small,SKU0579,39,22.34,112.63
dummy-product-580,Dummy Product 580,<p>This is a description for Dummy Product 580.</p>,Vendor 6,Type 3,"tag580,sample",TRUE,Size,Large,SKU0580,21,80.22,113.33
dummy-product-581,Dummy Product 581,<p>This is a description for Dummy Product 581.</p>,Vendor 6,Type 3,"tag581,sample",TRUE,Size,Small,SKU0581,82,26.57,109.48
dummy-product-582,Dummy Product 582,<p>This is a description for Dummy Product 582.</p>,Vendor 6,Type 3,"tag582,sample",TRUE,Size,Large,SKU0582,27,4.66,100.29
dummy-product-583,Dummy Product 583,<p>This is a description for Dummy Product 583.</p>,Vendor 6,Type 3,"tag583,sample",TRUE,Size,Small,SKU0583,21,18.47,112.58
dummy-product-584,Dummy Product 584,<p>This is a description for Dummy Product 584.</p>,Vendor 6,Type 3,"tag584,sample",TRUE,Size,Large,SKU0584,4,22.06,104.65
dummy-product-585,Dummy Product 585,<p>This is a description for Dummy Product 585.</p>,Vendor 6,Type 3,"tag585,sample",TRUE,Size,Small,SKU0585,27,57.04,105.82
dummy-product-586,Dummy Product 586,<p>This is a description for Dummy Product 586.</p>,Vendor 6,Type 3,"tag586,sample",TRUE,Size,Large,SKU0586,18,52.34,106.98
dummy-product-587,Dummy Product 587,<p>This is a description for Dummy Product 587.</p>,Vendor 6,Type 3,"tag587,sample",TRUE,Size,Small,SKU0587,45,72.05,105.97
dummy-product-588,Dummy Product 588,<p>This is a description for Dummy Product 588.</p>,Vendor 6,Type 3,"tag588,sample",TRUE,Size,Large,SKU0588,3,50.60,104.08
dummy-product-589,Dummy Product 589,<p>This is a description for Dummy Product 589.</p>,Vendor 6,Type 3,"tag589,sample",TRUE,Size,Small,SKU0589,79,92.01,112.74
dummy-product-590,Dummy Product 590,<p>This is a description for Dummy Product 590.</p>,Vendor 6,Type 3,"tag590,sample",TRUE,Size,Large,SKU0590,90,50.94,116.94
dummy-product-591,Dummy Product 591,<p>This is a description for Dummy Product 591.</p>,Vendor 6,Type 3,"tag591,sample",TRUE,Size,Small,SKU0591,98,60.99,102.99
dummy-product-592,Dummy Product 592,<p>This is a description for Dummy Product 592.</p>,Vendor 6,Type 3,"tag592,sample",TRUE,Size,Large,SKU0592,93,22.51,107.16
dummy-product-593,Dummy Product 593,<p>This is a description for Dummy Product 593.</p>,Vendor 6,Type 3,"tag593,sample",TRUE,Size,Small,SKU0593,5,77.06,109.27
dummy-product-594,Dummy Product 594,<p>This is a description for Dummy Product 594.</p>,Vendor 6,Type 3,"tag594,sample",TRUE,Size,Large,SKU0594,79,5.88,111.25
dummy-product-595,Dummy Product 595,<p>This is a description for Dummy Product 595.</p>,Vendor 6,Type 3,"tag595,sample",TRUE,Size,Small,SKU0595,0,1.95,117.98
dummy-product-596,Dummy Product 596,<p>This is a description for Dummy Product 596.</p>,Vendor 6,Type 3,"tag596,sample",TRUE,Size,Large,SKU0596,79,56.65,107.62
dummy-product-597,Dummy Product 597,<p>This is a description for Dummy Product 597.</p>,Vendor 6,Type 3,"tag597,sample",TRUE,Size,Small,SKU0597,77,19.11,107.56
dummy-product-598,Dummy Product 598,<p>This is a description for Dummy Product 598.</p>,Vendor 6,Type 3,"tag598,sample",TRUE,Size,Large,SKU0598,80,81.31,106.15
dummy-product-599,Dummy Product 599,<p>This is a description for Dummy Product 599.</p>,Vendor 6,Type 3,"tag599,sample",TRUE,Size,Small,SKU0599,71,13.20,106.34
dummy-product-600,Dummy Product 600,<p>This is a description for Dummy Product 600.</p>,Vendor 6,Type 3,"tag600,sample",TRUE,Size,Large,SKU0600,42,78.47,110.82
dummy-product-601,Dummy Product 601,<p>This is a description for Dummy Product 601.</p>,Vendor 7,Type 4,"tag601,sample",TRUE,Size,Small,SKU0601,62,33.50,105.17
dummy-product-602,Dummy Product 602,<p>This is a description for Dummy Product 602.</p>,Vendor 7,Type 4,"tag602,sample",TRUE,Size,Large,SKU0602,1,20.62,115.38
dummy-product-603,Dummy Product 603,<p>This is a description for Dummy Product 603.</p>,Vendor 7,Type 4,"tag603,sample",TRUE,Size,Small,SKU0603,45,63.66,105.07
dummy-product-604,Dummy Product 604,<p>This is a description for Dummy Product 604.</p>,Vendor 7,Type 4,"tag604,sample",TRUE,Size,Large,SKU0604,56,98.81,113.29
dummy-product-605,Dummy Product 605,<p>This is a description for Dummy Product 605.</p>,Vendor 7,Type 4,"tag605,sample",TRUE,Size,Small,SKU0605,90,13.81,112.72
dummy-product-606,Dummy Product 606,<p>This is a description for Dummy Product 606.</p>,Vendor 7,Type 4,"tag606,sample",TRUE,Size,Large,SKU0606,72,26.95,113.39
dummy-product-607,Dummy Product 607,<p>This is a description for Dummy Product 607.</p>,Vendor 7,Type 4,"tag607,sample",TRUE,Size,Small,SKU0607,68,30.66,107.38
dummy-product-608,Dummy Product 608,<p>This is a description for Dummy Product 608.</p>,Vendor 7,Type 4,"tag608,sample",TRUE,Size,Large,SKU0608,3,20.38,114.92
dummy-product-609,Dummy Product 609,<p>This is a description for Dummy Product 609.</p>,Vendor 7,Type 4,"tag609,sample",TRUE,Size,Small,SKU0609,34,8.12,101.53
dummy-product-610,Dummy Product 610,<p>This is a description for Dummy Product 610.</p>,Vendor 7,Type 4,"tag610,sample",TRUE,Size,Large,SKU0610,54,94.86,113.17
dummy-product-611,Dummy Product 611,<p>This is a description for Dummy Product 611.</p>,Vendor 7,Type 4,"tag611,sample",TRUE,Size,Small,SKU0611,79,51.87,116.85
dummy-product-612,Dummy Product 612,<p>This is a description for Dummy Product 612.</p>,Vendor 7,Type 4,"tag612,sample",TRUE,Size,Large,SKU0612,8,8.39,113.45
dummy-product-613,Dummy Product 613,<p>This is a description for Dummy Product 613.</p>,Vendor 7,Type 4,"tag613,sample",TRUE,Size,Small,SKU0613,99,76.15,103.19
dummy-product-614,Dummy Product 614,<p>This is a description for Dummy Product 614.</p>,Vendor 7,Type 4,"tag614,sample",TRUE,Size,Large,SKU0614,39,5.16,100.28
dummy-product-615,Dummy Product 615,<p>This is a description for Dummy Product 615.</p>,Vendor 7,Type 4,"tag615,sample",TRUE,Size,Small,SKU0615,99,68.21,105.71
dummy-product-616,Dummy Product 616,<p>This is a description for Dummy Product 616.</p>,Vendor 7,Type 4,"tag616,sample",TRUE,Size,Large,SKU0616,49,70.58,102.03
dummy-product-617,Dummy Product 617,<p>This is a description for Dummy Product 617.</p>,Vendor 7,Type 4,"tag617,sample",TRUE,Size,Small,SKU0617,42,44.52,103.98
dummy-product-618,Dummy Product 618,<p>This is a description for Dummy Product 618.</p>,Vendor 7,Type 4,"tag618,sample",TRUE,Size,Large,SKU0618,80,9.26,116.11
dummy-product-619,Dummy Product 619,<p>This is a description for Dummy Product 619.</p>,Vendor 7,Type 4,"tag619,sample",TRUE,Size,Small,SKU0619,39,95.53,117.84
dummy-product-620,Dummy Product 620,<p>This is a description for Dummy Product 620.</p>,Vendor 7,Type 4,"tag620,sample",TRUE,Size,Large,SKU0620,79,58.47,105.53
dummy-product-621,Dummy Product 621,<p>This is a description for Dummy Product 621.</p>,Vendor 7,Type 4,"tag621,sample",TRUE,Size,Small,SKU0621,90,82.28,107.82
dummy-product-622,Dummy Product 622,<p>This is a description for Dummy Product 622.</p>,Vendor 7,Type 4,"tag622,sample",TRUE,Size,Large,SKU0622,66,34.95,105.46
dummy-product-623,Dummy Product 623,<p>This is a description for Dummy Product 623.</p>,Vendor 7,Type 4,"tag623,sample",TRUE,Size,Small,SKU0623,1,11.25,117.55
dummy-product-624,Dummy Product 624,<p>This is a description for Dummy Product 624.</p>,Vendor 7,Type 4,"tag624,sample",TRUE,Size,Large,SKU0624,69,35.65,109.33
dummy-product-625,Dummy Product 625,<p>This is a description for Dummy Product 625.</p>,Vendor 7,Type 4,"tag625,sample",TRUE,Size,Small,SKU0625,76,28.30,115.19
dummy-product-626,Dummy Product 626,<p>This is a description for Dummy Product 626.</p>,Vendor 7,Type 4,"tag626,sample",TRUE,Size,Large,SKU0626,47,37.43,109.10
dummy-product-627,Dummy Product 627,<p>This is a description for Dummy Product 627.</p>,Vendor 7,Type 4,"tag627,sample",TRUE,Size,Small,SKU0627,6,45.01,119.15
dummy-product-628,Dummy Product 628,<p>This is a description for Dummy Product 628.</p>,Vendor 7,Type 4,"tag628,sample",TRUE,Size,Large,SKU0628,9,57.09,103.19
dummy-product-629,Dummy Product 629,<p>This is a description for Dummy Product 629.</p>,Vendor 7,Type 4,"tag629,sample",TRUE,Size,Small,SKU0629,43,91.64,108.38
dummy-product-630,Dummy Product 630,<p>This is a description for Dummy Product 630.</p>,Vendor 7,Type 4,"tag630,sample",TRUE,Size,Large,SKU0630,77,2.19,102.42
dummy-product-631,Dummy Product 631,<p>This is a description for Dummy Product 631.</p>,Vendor 7,Type 4,"tag631,sample",TRUE,Size,Small,SKU0631,16,75.70,109.96
dummy-product-632,Dummy Product 632,<p>This is a description for Dummy Product 632.</p>,Vendor 7,Type 4,"tag632,sample",TRUE,Size,Large,SKU0632,43,5.11,111.39
dummy-product-633,Dummy Product 633,<p>This is a description for Dummy Product 633.</p>,Vendor 7,Type 4,"tag633,sample",TRUE,Size,Small,SKU0633,50,75.51,104.63
dummy-product-634,Dummy Product 634,<p>This is a description for Dummy Product 634.</p>,Vendor 7,Type 4,"tag634,sample",TRUE,Size,Large,SKU0634,3,7.30,118.61
dummy-product-635,Dummy Product 635,<p>This is a description for Dummy Product 635.</p>,Vendor 7,Type 4,"tag635,sample",TRUE,Size,Small,SKU0635,72,0.28,108.22
dummy-product-636,Dummy Product 636,<p>This is a description for Dummy Product 636.</p>,Vendor 7,Type 4,"tag636,sample",TRUE,Size,Large,SKU0636,85,86.55,100.97
dummy-product-637,Dummy Product 637,<p>This is a description for Dummy Product 637.</p>,Vendor 7,Type 4,"tag637,sample",TRUE,Size,Small,SKU0637,74,69.13,104.79
dummy-product-638,Dummy Product 638,<p>This is a description for Dummy Product 638.</p>,Vendor 7,Type 4,"tag638,sample",TRUE,Size,Large,SKU0638,4,96.72,117.31
dummy-product-639,Dummy Product 639,<p>This is a description for Dummy Product 639.</p>,Vendor 7,Type 4,"tag639,sample",TRUE,Size,Small,SKU0639,26,37.98,100.42
dummy-product-640,Dummy Product 640,<p>This is a description for Dummy Product 640.</p>,Vendor 7,Type 4,"tag640,sample",TRUE,Size,Large,SKU0640,25,92.32,102.87
dummy-product-641,Dummy Product 641,<p>This is a description for Dummy Product 641.</p>,Vendor 7,Type 4,"tag641,sample",TRUE,Size,Small,SKU0641,20,86.11,119.54
dummy-product-642,Dummy Product 642,<p>This is a description for Dummy Product 642.</p>,Vendor 7,Type 4,"tag642,sample",TRUE,Size,Large,SKU0642,1,78.57,112.39
dummy-product-643,Dummy Product 643,<p>This is a description for Dummy Product 643.</p>,Vendor 7,Type 4,"tag643,sample",TRUE,Size,Small,SKU0643,87,34.47,108.87
dummy-product-644,Dummy Product 644,<p>This is a description for Dummy Product 644.</p>,Vendor 7,Type 4,"tag644,sample",TRUE,Size,Large,SKU0644,93,89.19,103.38
dummy-product-645,Dummy Product 645,<p>This is a description for Dummy Product 645.</p>,Vendor 7,Type 4,"tag645,sample",TRUE,Size,Small,SKU0645,96,78.63,101.30
dummy-product-646,Dummy Product 646,<p>This is a description for Dummy Product 646.</p>,Vendor 7,Type 4,"tag646,sample",TRUE,Size,Large,SKU0646,49,33.24,117.70
dummy-product-647,Dummy Product 647,<p>This is a description for Dummy Product 647.</p>,Vendor 7,Type 4,"tag647,sample",TRUE,Size,Small,SKU0647,17,46.22,101.30
dummy-product-648,Dummy Product 648,<p>This is a description for Dummy Product 648.</p>,Vendor 7,Type 4,"tag648,sample",TRUE,Size,Large,SKU0648,97,69.78,105.22
dummy-product-649,Dummy Product 649,<p>This is a description for Dummy Product 649.</p>,Vendor 7,Type 4,"tag649,sample",TRUE,Size,Small,SKU0649,19,50.44,102.10
dummy-product-650,Dummy Product 650,<p>This is a description for Dummy Product 650.</p>,Vendor 7,Type 4,"tag650,sample",TRUE,Size,Large,SKU0650,38,22.43,104.41
dummy-product-651,Dummy Product 651,<p>This is a description for Dummy Product 651.</p>,Vendor 7,Type 4,"tag651,sample",TRUE,Size,Small,SKU0651,45,50.67,118.53
